TRACTFIPS10,Tract ID IHS,City -Suburb,Community Area,Median Household Income ,Median Family Income , Median Gross Rent , Median Home Value ,Share of  Married-Couple family with householder 15to34years,Share of Nonfamily Households15to34years,Share of Householder Aged 15to34 ,Share of Householder Aged 65,Share of households with Social Security Income,Share of households with Retirement Income,Share Family Households,share with Cash Public Assistance or Food Stamps,Below Poverty Level perPopulation,famliyhousehold Single-Parent Households with  children under 18,share of White Alone, share of African American Alone, share ofAsian Alone,Largest Racial Category by Share of Population, share of Hispanic or Latino,share of Households Owner-occupied, share of HouseholdsRenter-occupied,share of owner-occupied  in Single Family, owner-occupied units 24,owner-occupied 5 to 49units,renter-occupiedin Single Family, renter-occupied 2to4units, renter-occupied 5to49units,renter-occupied  in 50+,"Cumulative Foreclosure Filing Activity, 2005","Cumulative Foreclosure Filing Activity, 2006","Cumulative Foreclosure Filing Activity, 2007","Cumulative Foreclosure Filing Activity, 2008","Cumulative Foreclosure Filing Activity, 2009","Cumulative Foreclosure Filing Activity, 2010","Cumulative Foreclosure Filing Activity, 2011","Cumulative Foreclosure Filing Activity, 2012","Mortgage Originations, 2008","Mortgage Originations, 2009","Mortgage Originations, 2010","Mortgage Originations, 2011","Mortgage Originations, 2012","Mortgages per 100 Residential Parcels, 2008","Mortgages per 100 Residential Parcels, 2009","Mortgages per 100 Residential Parcels, 2010","Mortgages per 100 Residential Parcels, 2011","Mortgages per 100 Residential Parcels, 2012",Violent per100 population,Property per100 population,Motor Vehicle Theft per100 population,Other per100 population,Part I Crimesper 100population,LAT,LON
17031691200,6912,Chicago,GREATER GRAND CROSSING,31875,35882,831,142600,0.091,0.051,0.231,0.238,0.25,0.239,0.679,0.372,0.364,0.307,0,0.936,0,African-American,0,0.289,0.711,0.885,0.115,0,0.238,0.339,0.374,0.05,13,32,51,74,91,113,130,147,45,37,22,23,21,8.8,7.2,4.3,4.5,4.1,9.7,7.3,1.5,9.2,17.1,41.7526208,-87.6304113
17031691300,6913,Chicago,GREATER GRAND CROSSING,44083,59276,726,172500,0.01,0.046,0.093,0.316,0.335,0.424,0.57,0.172,0.048,0.161,0,1,0,African-American,0.003,0.616,0.384,0.872,0.128,0,0.154,0.49,0.357,0,14,34,48,69,85,100,123,139,85,60,38,34,39,12.2,8.6,5.5,4.9,5.6,5,7.1,1.2,7.4,12.1,41.7546811,-87.6198472
17031691400,6914,Chicago,GREATER GRAND CROSSING,38808,49886,906,149200,0,0.077,0.109,0.311,0.389,0.284,0.478,0.225,0.207,0.272,0.016,0.974,0.006,African-American,0,0.509,0.491,0.738,0.262,0,0.47,0.302,0.2,0,25,65,107,154,193,220,249,289,120,75,54,47,51,11.6,7.3,5.2,4.6,4.9,8.1,6.4,0.8,8.5,14.5,41.7548455,-87.6101685
17031691500,6915,Chicago,GREATER GRAND CROSSING,30565,33843,796,160800,0,0.117,0.225,0.168,0.267,0.132,0.541,0.339,0.423,0.491,0.019,0.951,0,African-American,0.053,0.328,0.672,0.479,0.454,0.067,0.168,0.496,0.232,0.105,17,35,69,97,123,147,160,170,50,29,14,10,24,10.5,6.1,2.9,2.1,5.1,15.2,7.2,0.9,14.2,22.4,41.7550528,-87.6002665
17031700100,7001,Chicago,ASHBURN,56131,61490,954,166700,0.018,0,0.155,0.11,0.204,0.142,0.843,0.158,0.169,0.344,0.121,0.667,0,African-American,0.236,0.757,0.243,0.954,0.01,0.037,0.342,0.193,0.465,0,19,52,76,125,166,214,239,279,132,91,75,64,82,14,9.7,8,6.8,8.7,3.3,4.6,0.8,4.8,7.9,41.7535935,-87.6953091
17031700200,7002,Chicago,ASHBURN,58381,56250,1310,171000,0.093,0.009,0.155,0.183,0.22,0.136,0.852,0.159,0.194,0.189,0.384,0.156,0.011,Other,0.649,0.865,0.135,0.97,0.014,0.009,0.681,0.055,0.265,0,21,49,92,171,254,349,412,487,197,150,120,89,140,10.8,8.2,6.6,4.9,7.7,1.5,1.7,0.2,1.9,3.2,41.752991,-87.7238188
17031700301,7003.01,Chicago,ASHBURN,51141,63750,1321,189400,0.083,0.016,0.099,0.227,0.296,0.191,0.723,0.058,0.148,0.089,0.522,0.174,0.003,White,0.524,0.844,0.156,0.955,0.045,0,0.697,0.046,0.257,0,26,47,81,134,204,288,353,402,178,147,128,111,137,10.7,8.9,7.7,6.7,8.3,1.3,1.9,0.4,1.9,3.2,41.7456225,-87.7317117
17031700302,7003.02,Chicago,ASHBURN,62269,71136,1009,193700,0.069,0.029,0.139,0.296,0.302,0.186,0.763,0.081,0.15,0.123,0.564,0.213,0,White,0.418,0.899,0.101,0.978,0.004,0.018,0.164,0.52,0.316,0,15,36,65,105,143,191,236,283,173,178,136,121,195,10.2,10.5,8.1,7.2,11.5,1.1,2.3,0.2,1.9,3.3,41.7383652,-87.7313064
17031700401,7004.01,Chicago,ASHBURN,73949,74036,1240,179100,0.028,0,0.068,0.142,0.228,0.092,0.82,0.109,0.057,0.122,0.292,0.556,0,African-American,0.291,0.882,0.118,0.917,0.073,0,0.383,0.514,0.103,0,42,84,142,195,270,342,401,463,212,170,124,119,151,11.7,9.4,6.9,6.6,8.3,2.4,2.8,0.4,3.1,5.2,41.7455372,-87.7120355
17031700402,7004.02,Chicago,ASHBURN,82599,82993,1972,174100,0.085,0,0.101,0.144,0.179,0.192,0.837,0.093,0.136,0.122,0.174,0.679,0,African-American,0.176,0.918,0.082,0.965,0,0.035,0.848,0,0.152,0,49,83,117,158,211,270,314,363,174,130,98,90,107,13.1,9.8,7.4,6.8,8.1,1.7,2.6,0.3,2.4,4.3,41.7382302,-87.7118234
17031700501,7005.01,Chicago,ASHBURN,81848,85743,891,181200,0.012,0.007,0.061,0.186,0.257,0.215,0.747,0.133,0.074,0.148,0.086,0.905,0.003,African-American,0.032,0.838,0.162,0.987,0.013,0,0.221,0.413,0.335,0.032,47,95,151,235,296,372,416,476,301,213,153,145,187,12.9,9.1,6.6,6.2,8,2,2.4,0.3,2.1,4.3,41.7462133,-87.6903422
17031700502,7005.02,Chicago,ASHBURN,76384,89514,993,201600,0.037,0.03,0.106,0.212,0.279,0.221,0.734,0.087,0.082,0.114,0.056,0.919,0,African-American,0.025,0.861,0.139,0.958,0,0.042,0.563,0,0.437,0,20,34,54,83,104,128,150,172,131,118,72,65,98,13,11.8,7.2,6.5,9.8,1.2,1.9,0.3,1.9,3,41.7388522,-87.6887683
17031710100,7101,Chicago,AUBURN GRESHAM,13679,15694,767,159100,0,0.076,0.226,0.057,0.136,0.132,0.589,0.532,0.56,0.364,0.063,0.93,0,African-American,0.046,0.214,0.786,0.473,0.455,0,0.109,0.482,0.165,0.243,14,24,46,57,66,74,78,87,23,19,6,14,8,11.1,9.1,2.9,6.7,3.8,9.3,4.5,0.6,9.6,13.7,41.7533918,-87.6419713
17031710200,7102,Chicago,AUBURN GRESHAM,23217,22804,827,137500,0,0.014,0.215,0.256,0.333,0.145,0.626,0.462,0.488,0.628,0.003,0.997,0,African-American,0,0.224,0.776,0.592,0.408,0,0.153,0.453,0.182,0.202,18,59,95,133,170,200,221,242,100,70,32,46,57,12.5,8.7,4,5.7,7.1,7.2,4.6,0.7,8.2,11.9,41.7551122,-87.6514277
17031710300,7103,Chicago,AUBURN GRESHAM,23810,38477,811,125000,0,0.016,0.057,0.307,0.283,0.134,0.53,0.321,0.318,0.203,0,1,0,African-American,0,0.399,0.601,0.739,0.261,0,0.075,0.327,0.598,0,8,15,24,35,45,56,61,71,39,16,9,12,10,15.4,6.3,3.6,4.7,4,7,4.9,0.9,6.3,12,41.7540485,-87.6611057
17031710400,7104,Chicago,AUBURN GRESHAM,33650,51216,949,151800,0,0.054,0.143,0.312,0.355,0.233,0.685,0.308,0.286,0.215,0.004,0.988,0,African-American,0.008,0.585,0.415,0.955,0.031,0.014,0.188,0.611,0.201,0,41,86,142,202,249,301,345,390,166,128,97,73,80,10.9,8.4,6.3,4.8,5.2,5.8,4.8,0.8,6.5,10.6,41.7539186,-87.6709324
17031710500,7105,Chicago,AUBURN GRESHAM,27038,29010,863,165300,0,0.053,0.16,0.195,0.289,0.151,0.61,0.392,0.295,0.43,0.001,0.993,0,African-American,0.007,0.309,0.691,0.747,0.228,0.025,0.118,0.575,0.308,0,25,52,80,116,143,167,185,212,92,81,42,42,36,11.2,9.9,5.1,5.1,4.4,6.4,5.5,0.7,9.4,11.9,41.7475316,-87.6707873
17031710600,7106,Chicago,AUBURN GRESHAM,20640,21744,874,146600,0,0.013,0.167,0.228,0.268,0.162,0.717,0.333,0.504,0.517,0,1,0,African-American,0,0.338,0.662,0.894,0.106,0,0.211,0.521,0.256,0,13,22,37,56,67,75,87,95,43,41,20,18,19,13.4,12.7,6.2,5.6,5.9,9.2,6.1,0.4,9.2,15.2,41.74766,-87.6609434
17031710700,7107,Chicago,AUBURN GRESHAM,27679,36750,904,158600,0,0.053,0.138,0.377,0.365,0.245,0.578,0.364,0.243,0.316,0.006,0.961,0.024,African-American,0.009,0.39,0.61,0.754,0.227,0.019,0.037,0.67,0.161,0.131,28,40,60,80,99,127,144,164,75,53,37,29,25,11,7.8,5.4,4.3,3.7,7.8,5,0.8,9.3,12.8,41.74711,-87.656884
17031710800,7108,Chicago,AUBURN GRESHAM,37173,44552,920,146700,0,0.013,0.079,0.34,0.388,0.242,0.617,0.37,0.118,0.224,0.007,0.973,0,African-American,0.007,0.338,0.662,0.449,0.551,0,0.081,0.732,0.147,0.04,29,50,81,120,147,185,208,231,99,77,53,46,59,9.8,7.6,5.2,4.5,5.8,7.8,6.5,0.8,9.1,14.2,41.7478366,-87.6488126
17031710900,7109,Chicago,AUBURN GRESHAM,24152,33707,918,202200,0,0.021,0.19,0.187,0.261,0.105,0.795,0.392,0.439,0.359,0,0.998,0,African-American,0,0.542,0.458,0.952,0.048,0,0.29,0.287,0.408,0.014,23,48,73,110,132,148,166,180,73,48,24,25,38,13.3,8.7,4.4,4.5,6.9,6,5.6,1.1,9.9,11.6,41.7421467,-87.6396899
17031711000,7110,Chicago,AUBURN GRESHAM,32898,31354,989,120300,0.043,0.033,0.113,0.37,0.345,0.206,0.65,0.386,0.234,0.22,0.012,0.982,0.003,African-American,0.012,0.573,0.427,0.9,0.1,0,0.354,0.385,0.262,0,29,65,106,144,173,194,222,247,107,71,49,42,32,12,8,5.5,4.7,3.6,6.5,4.7,0.7,7.1,11.2,41.7396436,-87.6485811
17031711100,7111,Chicago,AUBURN GRESHAM,26424,39875,1008,139300,0.017,0.052,0.069,0.298,0.348,0.27,0.681,0.367,0.387,0.243,0,1,0,African-American,0.009,0.455,0.545,0.909,0.091,0,0.295,0.407,0.279,0.019,27,49,73,99,121,144,159,183,96,45,42,31,45,13,6.1,5.7,4.2,6.1,3.9,3.4,0.8,4.1,7.3,41.7395016,-87.6583002
17031711200,7112,Chicago,AUBURN GRESHAM,45304,49966,866,165200,0.021,0,0.094,0.4,0.428,0.376,0.709,0.182,0.154,0.196,0.005,0.995,0,African-American,0,0.673,0.327,0.918,0.082,0,0.103,0.622,0.193,0.082,29,65,109,153,184,228,252,286,196,141,79,70,94,12.4,8.9,5,4.4,5.9,3.6,3.8,0.6,4.6,7.5,41.7405561,-87.6698252
17031711300,7113,Chicago,AUBURN GRESHAM,37625,47438,980,152600,0,0.038,0.128,0.219,0.32,0.211,0.74,0.276,0.326,0.308,0,0.947,0,African-American,0.064,0.546,0.454,0.897,0.103,0,0.404,0.396,0.2,0,12,24,35,51,66,77,92,110,40,36,27,14,20,8.1,7.3,5.5,2.8,4,4.6,4.5,0.9,4.1,9.3,41.7335044,-87.6672855
17031711400,7114,Chicago,AUBURN GRESHAM,35885,38833,1035,139900,0.036,0.048,0.098,0.385,0.411,0.313,0.605,0.38,0.292,0.192,0.001,0.977,0,African-American,0.032,0.719,0.281,0.935,0.065,0,0.48,0.358,0.162,0,34,51,84,125,142,163,179,194,78,58,43,17,37,10.5,7.8,5.8,2.3,5,8.4,6.2,1.1,12.6,14.6,41.7336572,-87.6521235
17031711500,7115,Chicago,AUBURN GRESHAM,37435,48454,1060,140000,0.005,0.006,0.121,0.44,0.371,0.363,0.724,0.256,0.109,0.254,0,0.986,0,African-American,0.01,0.788,0.212,0.986,0.014,0,0.549,0.451,0,0,25,50,85,119,149,188,208,232,87,50,39,30,43,10.2,5.9,4.6,3.5,5,5.4,4,0.7,5,9.3,41.7324407,-87.6386881
17031720100,7201,Chicago,BEVERLY,124435,146176,1188,367900,0.037,0.006,0.042,0.26,0.266,0.299,0.769,0.024,0.004,0.005,0.656,0.322,0.003,White,0.081,0.963,0.037,0.979,0.013,0.008,0.885,0,0.115,0,6,13,22,39,62,78,90,104,179,203,176,181,197,13.6,15.5,13.4,13.8,15,0.9,3,0.2,2,3.8,41.7276161,-87.674736
17031720200,7202,Chicago,BEVERLY,69701,89155,864,279700,0.014,0.047,0.082,0.218,0.239,0.239,0.701,0.106,0.132,0.144,0.353,0.603,0,African-American,0.029,0.684,0.316,0.926,0.052,0.023,0.109,0.227,0.592,0.072,25,46,71,88,109,142,165,186,203,201,157,136,173,14.8,14.6,11.4,9.9,12.6,1.5,2.8,0.3,2.1,4.3,41.7130417,-87.6660545
17031720300,7203,Chicago,BEVERLY,97996,115250,-,338300,0.02,0.011,0.031,0.321,0.309,0.283,0.699,0.061,0.012,0.099,0.644,0.336,0.008,White,0.099,0.99,0.01,0.974,0.026,0,1,0,0,0,6,12,20,38,53,72,93,117,244,259,197,186,202,17.8,18.9,14.4,13.6,14.7,1.1,2.6,0.5,1.4,3.7,41.7139198,-87.6771439
17031720400,7204,Chicago,BEVERLY,94440,98854,1068,246900,0.069,0.063,0.147,0.197,0.226,0.306,0.701,0.032,0.005,0.127,0.941,0.038,0,White,0.032,0.905,0.095,0.993,0.007,0,0.846,0,0.154,0,7,11,14,19,27,36,41,47,128,135,122,84,114,17.2,18.2,16.4,11.3,15.3,0.6,1.1,0.1,1.6,1.6,41.7099918,-87.6866686
17031720500,7205,Chicago,BEVERLY,89000,105313,868,302800,0.037,0.03,0.081,0.22,0.126,0.211,0.674,0,0.022,0.115,0.963,0.027,0.006,White,0.062,0.945,0.055,0.935,0.023,0.042,0.14,0.721,0.14,0,1,4,10,14,18,28,31,38,126,169,115,102,114,16.4,21.9,14.9,13.2,14.8,1,2,0.2,1.8,3,41.7028353,-87.6891011
17031720600,7206,Chicago,BEVERLY,106957,125417,921,390100,0.041,0.039,0.081,0.275,0.234,0.196,0.686,0.028,0.025,0,0.844,0.152,0,White,0,0.844,0.156,0.877,0.103,0,0.221,0.779,0,0,3,4,5,8,12,14,18,22,110,128,87,98,116,18.3,21.3,14.5,16.3,19.3,0.8,1.8,0,1.4,2.6,41.7027764,-87.677207
17031720700,7207,Chicago,BEVERLY,63750,69375,865,233300,0.051,0.108,0.203,0.208,0.205,0.204,0.554,0.075,0.063,0.148,0.391,0.585,0.003,African-American,0.024,0.512,0.488,0.892,0.032,0.075,0.127,0.166,0.629,0.078,15,29,46,68,87,106,131,154,149,123,97,91,101,16.2,13.3,10.5,9.9,11,2.3,3.1,0.6,2.7,5.5,41.7031071,-87.6651388
17031730100,7301,Chicago,WASHINGTON HEIGHTS,34931,44537,963,150800,0.01,0,0.046,0.349,0.365,0.279,0.732,0.217,0.176,0.155,0.003,0.989,0,African-American,0.008,0.821,0.179,0.969,0.023,0.008,1,0,0,0,22,51,80,100,115,143,158,181,114,82,49,48,57,11.8,8.5,5.1,5,5.9,2.8,3,0.6,3.4,5.8,41.7251952,-87.6384256
17031730201,7302.01,Chicago,WASHINGTON HEIGHTS,33913,31719,836,159000,0.032,0.032,0.18,0.272,0.349,0.24,0.646,0.27,0.292,0.322,0.002,0.984,0,African-American,0.005,0.4,0.6,0.877,0.092,0.031,0.113,0.489,0.37,0.028,29,66,110,150,190,213,251,277,168,104,85,65,59,12.9,8,6.5,5,4.5,4.9,3.7,0.6,4.6,8.6,41.7268491,-87.6579102
17031730202,7302.02,Chicago,WASHINGTON HEIGHTS,45322,46985,1070,137300,0,0,0.049,0.391,0.423,0.317,0.801,0.29,0.198,0.206,0.046,0.939,0,African-American,0.023,0.8,0.2,0.954,0.046,0,0.574,0.211,0.216,0,29,58,88,115,143,165,197,223,138,71,49,47,48,13.6,7,4.8,4.6,4.7,3.9,4.1,0.4,4,8,41.7264307,-87.6485435
17031730300,7303,Chicago,WASHINGTON HEIGHTS,46667,55929,783,165000,0.022,0.054,0.172,0.323,0.401,0.277,0.793,0.228,0.245,0.268,0.006,0.994,0,African-American,0.006,0.581,0.419,0.94,0.032,0,0.397,0.34,0.263,0,10,20,35,43,52,62,70,76,36,25,12,14,24,10.6,7.4,3.5,4.1,7.1,4.9,6.8,0.8,8.4,11.6,41.7274693,-87.6645667
17031730400,7304,Chicago,WASHINGTON HEIGHTS,50294,61556,928,165800,0.02,0.017,0.091,0.396,0.388,0.305,0.677,0.214,0.155,0.134,0.009,0.983,0,African-American,0.011,0.698,0.302,0.912,0.08,0.008,0.595,0.297,0.108,0,41,78,115,155,190,227,254,285,177,104,79,65,79,13.9,8.2,6.2,5.1,6.2,5,4.5,0.8,5.9,9.5,41.7178408,-87.652648
17031730500,7305,Chicago,WASHINGTON HEIGHTS,41894,51591,1211,138400,0,0.013,0.013,0.419,0.358,0.263,0.567,0.148,0.181,0.16,0.027,0.961,0,African-American,0.004,0.755,0.245,1,0,0,0.738,0.236,0.026,0,49,94,158,207,253,304,333,371,194,127,78,74,75,11.7,7.6,4.7,4.5,4.5,4.3,4.6,1.2,5.2,8.8,41.7142674,-87.6381393
17031730600,7306,Chicago,WASHINGTON HEIGHTS,55511,71824,756,149000,0,0,0.008,0.536,0.524,0.406,0.601,0.167,0.078,0.08,0,0.989,0,African-American,0,0.788,0.212,0.908,0.092,0,0.385,0.168,0.172,0.275,35,76,120,167,194,233,259,284,131,96,65,67,60,11.3,8.3,5.6,5.8,5.2,4.1,4.9,0.9,6.9,9,41.7106003,-87.6504857
17031730700,7307,Chicago,WASHINGTON HEIGHTS,42042,47727,925,155100,0.029,0.069,0.105,0.45,0.487,0.342,0.675,0.291,0.227,0.18,0.004,0.996,0,African-American,0,0.792,0.208,0.969,0.031,0,0.652,0.059,0.289,0,36,70,101,126,144,165,180,192,106,62,43,34,61,13.7,8,5.6,4.4,7.9,10.7,8.2,0.8,11.7,18.9,41.7030817,-87.6500793
17031740100,7401,Chicago,MOUNT GREENWOOD,81151,94280,862,212900,0.102,0.079,0.219,0.193,0.206,0.206,0.654,0.032,0.022,0.098,0.988,0,0,White,0.046,0.906,0.094,0.971,0.011,0.018,0.455,0.464,0.082,0,9,16,30,48,65,83,104,125,194,220,184,136,189,14.4,16.3,13.6,10.1,14,1.2,2.1,0.1,2.6,3.3,41.6972859,-87.6986083
17031740200,7402,Chicago,MOUNT GREENWOOD,97824,101974,-,268200,0.06,0.01,0.071,0.216,0.263,0.227,0.796,0,0.027,0.053,0.941,0.034,0.008,White,0.029,1,0,0.984,0,0.016,-,-,-,-,7,14,24,37,49,67,80,90,319,309,292,229,299,15.9,15.4,14.6,11.4,14.9,0.6,1.1,0,0.9,1.7,41.7047017,-87.7127057
17031740300,7403,Chicago,MOUNT GREENWOOD,87268,106081,1213,250300,0.077,0.056,0.141,0.204,0.227,0.217,0.666,0.03,0.004,0.029,0.98,0.02,0,White,0.061,0.967,0.033,0.94,0.006,0.048,0.189,0.642,0.17,0,9,14,25,39,60,86,103,133,285,328,279,249,296,15.2,17.5,14.9,13.3,15.8,0.9,0.8,0.1,1.2,1.7,41.6950694,-87.7107233
17031740400,7404,Chicago,MOUNT GREENWOOD,80912,96875,905,250300,0.08,0.054,0.14,0.17,0.203,0.172,0.664,0.067,0.064,0.126,0.78,0.135,0.025,White,0.074,0.741,0.259,0.992,0.008,0,0.124,0.095,0.506,0.276,15,20,32,53,64,82,97,117,247,273,222,199,206,15.9,17.5,14.2,12.8,13.2,1.3,1.5,0.1,2.1,2.8,41.6872391,-87.7193158
17031750100,7501,Chicago,MORGAN PARK,44868,52703,795,158000,0.015,0,0.079,0.433,0.389,0.225,0.739,0.274,0.271,0.209,0.041,0.943,0.005,African-American,0.02,0.707,0.293,0.98,0.02,0,0.775,0.12,0.046,0.06,30,64,122,165,200,241,265,301,150,94,81,64,66,10.9,6.9,5.9,4.7,4.8,4,4.5,0.7,5.4,8.5,41.6958345,-87.6520283
17031750200,7502,Chicago,MORGAN PARK,60833,89153,832,244200,0.034,0.065,0.112,0.207,0.289,0.228,0.65,0.191,0.076,0.092,0.417,0.534,0.006,African-American,0.015,0.794,0.206,0.864,0.036,0.082,0.105,0.176,0.681,0.038,18,31,50,76,104,128,152,175,155,137,106,93,106,12.9,11.4,8.8,7.7,8.8,1.5,3.2,0.6,2.9,4.7,41.695665,-87.6714251
17031750300,7503,Chicago,MORGAN PARK,81607,108203,966,256900,0.025,0.044,0.106,0.176,0.212,0.143,0.689,0.064,0.008,0.147,0.855,0.117,0,White,0.073,0.809,0.191,0.899,0.086,0.008,0.058,0.526,0.415,0,2,6,10,15,17,30,39,51,134,168,139,117,126,15.1,18.9,15.7,13.2,14.2,1.2,1.6,0.2,2.1,2.8,41.6953911,-87.6861726
17031750400,7504,Chicago,MORGAN PARK,79808,104464,931,231000,0.063,0.041,0.128,0.196,0.243,0.233,0.615,0.037,0.069,0.188,0.743,0.231,0.004,White,0.01,0.843,0.157,0.957,0,0.043,0.376,0.392,0.194,0.038,15,24,39,49,70,89,102,127,192,206,158,125,147,16.5,17.7,13.6,10.7,12.6,1,2.4,0.4,2.1,3.4,41.6856566,-87.685071
17031750500,7505,Chicago,MORGAN PARK,49358,78900,1105,168200,0.006,0.017,0.042,0.298,0.32,0.24,0.592,0.16,0.129,0.243,0.231,0.728,0.008,African-American,0.025,0.694,0.306,0.878,0.029,0.036,0.304,0.119,0.364,0.214,27,90,135,194,242,284,316,360,224,175,121,116,140,13.4,10.5,7.2,6.9,8.4,4.2,6.7,0.7,5.6,10.9,41.6846159,-87.6712333
17031750600,7506,Chicago,MORGAN PARK,43450,58971,963,158600,0.04,0.043,0.119,0.339,0.38,0.303,0.639,0.216,0.274,0.13,0.01,0.972,0.007,African-American,0.003,0.755,0.245,0.988,0.012,0,0.718,0.237,0.045,0,50,92,133,182,221,267,291,333,153,82,80,36,63,10.9,5.8,5.7,2.6,4.5,5.2,4.7,0.9,6.1,9.8,41.6886312,-87.6520493
17031760801,7608.01,Chicago,OHARE,49397,48507,1082,169000,0.152,0.195,0.397,0.046,0.054,0.06,0.454,0.047,0.198,0.138,0.737,0.028,0.129,White,0.09,0.233,0.767,0,0,0.774,0,0.058,0.373,0.569,0,5,18,42,78,121,145,165,80,50,42,36,70,9.4,5.9,4.9,4.2,8.2,0.8,2.6,0.3,1.5,3.4,41.983485,-87.8448482
17031760802,7608.02,Chicago,OHARE,50288,74464,1155,316800,0.044,0.087,0.131,0.397,0.44,0.22,0.628,0.017,0.089,0,0.961,0,0.006,White,0.103,0.804,0.196,0.632,0.114,0.127,0.175,0.33,0.053,0.442,5,5,9,21,37,57,71,77,90,83,75,68,89,8.4,7.7,7,6.3,8.3,0.6,1.5,0.2,1,2.2,41.9561258,-87.842626
17031760803,7608.03,Chicago,OHARE,40722,53867,984,178000,0.197,0.073,0.306,0.176,0.177,0.04,0.629,0.052,0.192,0.055,0.828,0.01,0.085,White,0.179,0.498,0.502,0.078,0.093,0.72,0.016,0.165,0.684,0.135,6,15,42,120,206,302,353,391,157,104,63,64,113,4.9,3.3,2,2,3.5,0.9,1.3,0.3,1.3,2.2,41.9753463,-87.8441545
17031830500,8305,Chicago,SOUTH LAWNDALE,49115,51280,929,154800,0.069,0.046,0.208,0.174,0.232,0.112,0.847,0.229,0.243,0.175,0.703,0.009,0,White,0.928,0.665,0.335,0.826,0.174,0,0.447,0.468,0.085,0,6,11,25,45,71,109,137,164,61,39,26,20,36,7.7,4.9,3.3,2.5,4.5,2.5,2.5,1.1,2.6,6.1,41.8291246,-87.7193198
17031830600,8306,Chicago,ROGERS PARK,42078,39572,890,215000,0.107,0.225,0.42,0.067,0.104,0.062,0.449,0.145,0.266,0.296,0.578,0.149,0.044,White,0.436,0.324,0.676,0.327,0.214,0.443,0.073,0.285,0.557,0.085,5,11,27,56,97,135,177,201,191,146,115,94,128,16.9,12.9,10.2,8.3,11.3,3.2,1.9,0.2,3.4,5.4,42.001698,-87.6735738
17031830700,8307,Chicago,UPTOWN,37692,58906,587,302100,0.065,0.305,0.403,0.069,0.085,0.03,0.257,0.267,0.312,0.226,0.542,0.301,0.046,White,0.109,0.325,0.675,0.137,0.044,0.75,0,0.065,0.448,0.487,1,5,17,31,43,65,82,112,246,217,173,123,204,23.1,20.4,16.3,11.6,19.2,8.8,9.9,0.8,16.6,19.6,41.9583016,-87.6606982
17031830800,8308,Chicago,LINCOLN SQUARE,57887,106000,964,346300,0.121,0.483,0.605,0.04,0.045,0.067,0.278,0.057,0.088,0.061,0.77,0.044,0.104,White,0.085,0.185,0.815,0.31,0.023,0.667,0.09,0.087,0.668,0.156,0,1,1,4,8,11,12,17,130,101,70,73,116,31.3,24.3,16.9,17.6,28,1.2,2.6,0.3,1.7,4.1,41.9651413,-87.6765775
17031830900,8309,Chicago,LOGAN SQUARE,81302,97143,1096,349200,0.116,0.264,0.442,0.102,0.109,0.07,0.486,0.08,0.105,0.171,0.851,0.014,0.021,White,0.438,0.451,0.549,0.431,0.23,0.252,0.103,0.583,0.29,0.025,3,5,11,29,53,87,102,110,215,190,163,135,176,21.4,18.9,16.2,13.4,17.5,2.7,12.5,1.3,4.7,16.4,41.9286297,-87.6853728
17031831000,8310,Chicago,LOGAN SQUARE,117180,147591,1348,491000,0.189,0.308,0.503,0.032,0.059,0.033,0.48,0.017,0.013,0.033,0.792,0.019,0.108,White,0.078,0.616,0.384,0.419,0.131,0.376,0.027,0.755,0.161,0.057,7,14,16,19,33,45,48,59,339,344,278,220,286,27.8,28.2,22.8,18.1,23.5,1.6,5.7,0.8,2.7,8.1,41.9147972,-87.6769969
17031831100,8311,Chicago,AVONDALE,49085,63775,886,314600,0.114,0.11,0.273,0.153,0.223,0.083,0.637,0.122,0.138,0.167,0.64,0.043,0.053,White,0.613,0.413,0.587,0.357,0.529,0.1,0.078,0.615,0.281,0,5,16,37,83,138,190,221,246,158,141,123,125,154,11.7,10.5,9.1,9.3,11.4,2.4,4.2,0.9,2.9,7.4,41.9428559,-87.7174955
17031831200,8312,Chicago,HERMOSA,36271,36793,938,274400,0.103,0.064,0.246,0.094,0.167,0.076,0.766,0.214,0.278,0.202,0.477,0.028,0,Other,0.908,0.448,0.552,0.413,0.548,0.039,0.051,0.832,0.117,0,9,23,50,97,148,178,210,234,78,48,26,37,34,10.8,6.6,3.6,5.1,4.7,2.5,1.9,1,3.1,5.4,41.9153189,-87.7322503
17031831300,8313,Chicago,AUSTIN,38482,33250,908,179600,0,0,0.197,0.155,0.22,0.008,0.835,0.31,0.307,0.289,0.217,0.484,0,African-American,0.469,0.703,0.297,0.705,0.183,0.112,0.035,0.761,0.204,0,1,9,11,24,36,45,51,68,22,9,12,5,10,10,4.1,5.5,2.3,4.5,7.9,21.4,1.6,12.7,30.9,41.9077662,-87.7442596
17031831400,8314,Chicago,AUSTIN,28750,35000,834,163800,0.008,0.14,0.254,0.203,0.277,0.133,0.583,0.33,0.349,0.461,0.141,0.776,0.031,African-American,0.105,0.279,0.721,0.651,0.349,0,0.183,0.503,0.254,0.06,9,21,36,57,74,92,106,119,68,31,22,20,29,12.1,5.5,3.9,3.6,5.2,8.6,6.9,1.5,12.7,16.9,41.8691188,-87.7560884
