TRACTFIPS10,Tract ID IHS,City -Suburb,Community Area,Median Household Income ,Median Family Income , Median Gross Rent , Median Home Value ,Share of  Married-Couple family with householder 15to34years,Share of Nonfamily Households15to34years,Share of Householder Aged 15to34 ,Share of Householder Aged 65,Share of households with Social Security Income,Share of households with Retirement Income,Share Family Households,share with Cash Public Assistance or Food Stamps,Below Poverty Level perPopulation,famliyhousehold Single-Parent Households with  children under 18,share of White Alone, share of African American Alone, share ofAsian Alone,Largest Racial Category by Share of Population, share of Hispanic or Latino,share of Households Owner-occupied, share of HouseholdsRenter-occupied,share of owner-occupied  in Single Family, owner-occupied units 24,owner-occupied 5 to 49units,renter-occupiedin Single Family, renter-occupied 2to4units, renter-occupied 5to49units,renter-occupied  in 50+,"Cumulative Foreclosure Filing Activity, 2005","Cumulative Foreclosure Filing Activity, 2006","Cumulative Foreclosure Filing Activity, 2007","Cumulative Foreclosure Filing Activity, 2008","Cumulative Foreclosure Filing Activity, 2009","Cumulative Foreclosure Filing Activity, 2010","Cumulative Foreclosure Filing Activity, 2011","Cumulative Foreclosure Filing Activity, 2012","Mortgage Originations, 2008","Mortgage Originations, 2009","Mortgage Originations, 2010","Mortgage Originations, 2011","Mortgage Originations, 2012","Mortgages per 100 Residential Parcels, 2008","Mortgages per 100 Residential Parcels, 2009","Mortgages per 100 Residential Parcels, 2010","Mortgages per 100 Residential Parcels, 2011","Mortgages per 100 Residential Parcels, 2012",Violent per100 population,Property per100 population,Motor Vehicle Theft per100 population,Other per100 population,Part I Crimesper 100population,LAT,LON
17031170600,1706,Chicago,DUNNING,52219,82019,853,276600,0.095,0.018,0.136,0.308,0.305,0.198,0.697,0.038,0.065,0.053,0.797,0.021,0.129,White,0.173,0.742,0.258,1,0,0,0.514,0.151,0.302,0,4,8,16,35,49,69,87,102,88,102,85,71,95,9.7,11.3,9.4,7.8,10.5,0.5,1.5,0.1,1.3,1.9,41.9412942,-87.8307017
17031170700,1707,Chicago,DUNNING,55691,62454,845,251200,0.063,0.033,0.13,0.207,0.172,0.115,0.776,0.063,0.138,0.069,0.93,0,0.049,White,0.225,0.714,0.286,0.863,0.084,0.053,0.31,0.535,0.155,0,6,17,25,58,87,113,135,153,111,105,101,74,112,11.2,10.6,10.2,7.5,11.3,0.8,1.5,0.1,1.6,2.2,41.9414867,-87.8221642
17031170800,1708,Chicago,DUNNING,59559,85598,882,284500,0.061,0.087,0.17,0.206,0.243,0.214,0.674,0.099,0.134,0.069,0.872,0.002,0.024,White,0.246,0.738,0.262,0.871,0.059,0.071,0.319,0.398,0.283,0,7,13,38,79,116,178,194,230,176,143,99,97,143,13.8,11.2,7.8,7.6,11.2,1.1,1.3,0.2,1.5,2.3,41.9415761,-87.8123713
17031170900,1709,Chicago,DUNNING,59782,70042,1063,272600,0.049,0.057,0.164,0.204,0.271,0.113,0.734,0.067,0.049,0.235,0.827,0.045,0,White,0.244,0.68,0.32,0.761,0.159,0.08,0.518,0.2,0.282,0,4,8,12,29,52,73,85,97,53,51,39,51,37,9.9,9.5,7.2,9.5,6.9,1.3,1.3,0.3,1.2,2.6,41.9361959,-87.8116057
17031171000,1710,Chicago,DUNNING,58100,75045,907,265500,0.045,0.045,0.099,0.242,0.288,0.157,0.674,0.064,0.081,0.063,0.827,0.017,0.038,White,0.225,0.699,0.301,0.902,0.057,0.041,0.331,0.412,0.195,0,11,29,59,118,205,277,320,366,260,192,207,180,237,11.4,8.4,9.1,7.9,10.4,1.2,2.2,0.3,1.7,3.4,41.9418072,-87.7965238
17031171100,1711,Chicago,DUNNING,62222,67165,909,277200,0.065,0.066,0.17,0.201,0.275,0.124,0.758,0.113,0.044,0.076,0.658,0,0.056,White,0.416,0.793,0.207,0.975,0.025,0,0.336,0.257,0.374,0.034,4,12,33,80,123,172,198,218,120,102,77,85,129,11.2,9.6,7.2,8,12.1,1,2.4,0.5,1.7,3.4,41.9420528,-87.7812865
17031180100,1801,Chicago,MONTCLARE,44760,52059,922,243900,0.138,0.081,0.242,0.222,0.251,0.14,0.68,0.133,0.151,0.124,0.692,0.026,0.054,White,0.44,0.702,0.298,0.746,0.112,0.086,0.229,0.448,0.323,0,10,28,56,123,199,293,342,382,206,148,122,112,185,12.1,8.7,7.2,6.6,10.9,1.4,2.3,0.5,1.6,3.8,41.9344789,-87.7986731
17031190100,1901,Chicago,BELMONT CRAGIN,28924,48229,777,301600,0,0.015,0.074,0.205,0.282,0.125,0.674,0.209,0.159,0.267,0.445,0.026,0.022,Other,0.794,0.34,0.66,0.789,0.189,0.022,0.08,0.394,0.318,0.208,2,5,13,30,51,69,83,96,25,14,19,25,30,7.9,4.4,6,7.9,9.5,2,3,0.6,2.5,5,41.9352176,-87.7443889
17031190200,1902,Chicago,BELMONT CRAGIN,42829,42297,973,256000,0.086,0.024,0.204,0.175,0.23,0.076,0.811,0.177,0.262,0.285,0.397,0.023,0.01,Other,0.729,0.597,0.403,0.715,0.262,0,0.141,0.715,0.144,0,7,14,40,85,149,194,222,253,112,76,62,83,78,11.4,7.7,6.3,8.4,7.9,1.9,2.2,0.6,2.9,4.1,41.9351136,-87.7516489
17031190300,1903,Chicago,BELMONT CRAGIN,42730,51210,799,268100,0.069,0.083,0.231,0.172,0.267,0.092,0.642,0.146,0.128,0.145,0.544,0.004,0.005,White,0.648,0.502,0.498,0.832,0.15,0.019,0.044,0.595,0.361,0,7,12,25,64,119,175,218,241,101,82,74,72,118,9.8,7.9,7.2,7,11.4,2.8,3.2,0.8,3.1,5.9,41.9349864,-87.7614635
17031190401,1904.01,Chicago,BELMONT CRAGIN,51147,51663,963,239500,0.126,0.028,0.234,0.199,0.311,0.112,0.831,0.173,0.127,0.14,0.632,0.04,0.048,White,0.564,0.574,0.426,0.976,0.024,0,0.274,0.511,0.215,0,10,26,47,86,146,197,224,240,114,79,60,64,77,11.4,7.9,6,6.4,7.7,2.1,2.6,0.4,2.5,4.7,41.9347276,-87.7809524
17031190402,1904.02,Chicago,BELMONT CRAGIN,37365,60404,863,275800,0.046,0.043,0.149,0.2,0.262,0.148,0.698,0.172,0.162,0.16,0.476,0.044,0.024,White,0.667,0.583,0.417,0.723,0.241,0.036,0.162,0.549,0.289,0,4,15,35,85,149,214,258,284,103,90,75,82,84,10.2,8.9,7.4,8.1,8.3,2,2.4,0.5,2.9,4.4,41.9348596,-87.7712318
17031190601,1906.01,Chicago,BELMONT CRAGIN,55257,55963,1091,194100,0.034,0.044,0.176,0.084,0.195,0.068,0.817,0.191,0.256,0.237,0.307,0.051,0.016,Other,0.806,0.367,0.633,0.745,0.226,0.03,0.106,0.799,0.066,0,5,12,41,82,124,184,223,249,80,55,44,37,54,10.8,7.4,6,5,7.3,1.9,2,0.6,2.1,3.9,41.9274146,-87.7804606
17031190602,1906.02,Chicago,BELMONT CRAGIN,46042,52411,923,250000,0.027,0,0.175,0.212,0.258,0.105,0.826,0.114,0.157,0.187,0.432,0.099,0.002,Other,0.721,0.573,0.427,0.82,0.16,0,0.246,0.55,0.152,0,15,33,59,106,168,230,268,295,97,93,45,63,68,10,9.6,4.7,6.5,7,1.5,2.4,0.5,2.4,3.9,41.9275604,-87.7707371
17031190701,1907.01,Chicago,BELMONT CRAGIN,39325,51655,899,238700,0.134,0.094,0.341,0.16,0.2,0.041,0.673,0.251,0.049,0.222,0.472,0.028,0,Other,0.776,0.412,0.588,0.499,0.462,0,0.086,0.622,0.292,0,4,8,18,47,82,121,136,148,60,19,29,34,35,13.2,4.2,6.4,7.5,7.7,2,2.2,0.6,3.2,4.1,41.9297959,-87.7614217
17031190702,1907.02,Chicago,BELMONT CRAGIN,43524,37863,944,243200,0.088,0.052,0.315,0.062,0.152,0.013,0.841,0.139,0.173,0.34,0.414,0.051,0.008,Other,0.784,0.384,0.616,0.299,0.685,0.016,0.098,0.717,0.186,0,2,14,31,72,109,152,173,193,58,60,32,38,54,9.2,9.5,5.1,6,8.6,2.3,2.2,0.7,3.3,4.5,41.9261631,-87.7610395
17031190800,1908,Chicago,BELMONT CRAGIN,39111,39590,996,262200,0.099,0.048,0.273,0.146,0.201,0.098,0.784,0.189,0.164,0.255,0.308,0.038,0.032,Other,0.842,0.449,0.551,0.684,0.255,0.061,0.114,0.533,0.353,0,12,26,50,102,169,223,265,291,114,72,68,62,102,11.3,7.1,6.7,6.1,10.1,2.1,2.6,0.7,2.7,4.6,41.9278186,-87.7513624
17031190900,1909,Chicago,BELMONT CRAGIN,52917,58594,795,224200,0.033,0.06,0.217,0.162,0.177,0.103,0.752,0.148,0.189,0.322,0.357,0.147,0.004,Other,0.747,0.583,0.417,0.906,0.094,0,0.136,0.76,0,0.104,7,10,17,35,51,70,79,91,31,25,20,15,32,8.7,7,5.6,4.2,8.9,1.4,2.6,0.6,3.3,3.9,41.9279225,-87.7441048
17031191000,1910,Chicago,BELMONT CRAGIN,38429,39387,920,207100,0.059,0.055,0.284,0.108,0.314,0.064,0.831,0.235,0.297,0.229,0.399,0.031,0,Other,0.941,0.513,0.487,0.699,0.301,0,0.192,0.616,0.192,0,5,15,26,39,68,93,109,122,48,30,19,14,36,11.4,7.1,4.5,3.3,8.5,2.9,3.5,0.3,3.6,6.4,41.9192297,-87.743801
17031191100,1911,Chicago,BELMONT CRAGIN,41875,44271,919,251200,0.041,0.031,0.203,0.146,0.156,0.066,0.867,0.263,0.275,0.275,0.247,0.081,0.009,Other,0.832,0.429,0.571,0.485,0.515,0,0.069,0.759,0.172,0,15,33,66,133,209,267,312,350,110,62,61,54,66,10.4,5.9,5.8,5.1,6.3,2.4,2.3,0.7,3.4,4.6,41.9196293,-87.7509763
17031191200,1912,Chicago,BELMONT CRAGIN,37792,38404,902,190200,0.109,0.069,0.274,0.103,0.133,0.011,0.795,0.241,0.313,0.182,0.224,0.023,0,Other,0.902,0.352,0.648,0.298,0.702,0,0.079,0.921,0,0,10,23,41,67,105,135,158,178,54,32,26,27,31,11.2,6.6,5.4,5.6,6.4,3.7,2.7,0.6,5.3,6.4,41.9201432,-87.7608269
17031191301,1913.01,Chicago,BELMONT CRAGIN,37214,36865,895,155400,0.124,0.016,0.298,0.186,0.205,0.064,0.871,0.283,0.256,0.244,0.322,0.137,0.013,Other,0.826,0.451,0.549,0.615,0.338,0.047,0.243,0.645,0.049,0.063,12,25,51,101,158,213,264,289,92,59,36,40,49,11.5,7.4,4.5,5,6.1,1.9,1.8,0.7,2.2,3.7,41.9201522,-87.7802655
17031191302,1913.02,Chicago,BELMONT CRAGIN,37277,36068,1008,209400,0.075,0.017,0.25,0.183,0.193,0.059,0.828,0.248,0.311,0.301,0.439,0.033,0,Other,0.937,0.461,0.539,0.556,0.367,0.06,0.118,0.829,0.053,0,10,28,52,105,166,219,255,279,91,60,45,58,55,11.4,7.5,5.7,7.3,6.9,3.5,2.6,0.8,3.4,6,41.9202289,-87.7705334
17031200100,2001,Chicago,HERMOSA,46346,49883,881,239300,0.013,0.1,0.171,0.176,0.194,0.086,0.758,0.108,0.113,0.164,0.414,0,0.013,Other,0.852,0.519,0.481,0.883,0.117,0,0.113,0.481,0.407,0,6,11,32,81,117,152,177,200,133,76,90,45,66,15.8,9,10.7,5.4,7.9,1.6,2.1,0.6,2.1,3.6,41.9350481,-87.7376042
17031200200,2002,Chicago,HERMOSA,44868,46442,936,333000,0.053,0.061,0.234,0.074,0.144,0.056,0.752,0.207,0.159,0.224,0.246,0.008,0.007,Other,0.909,0.384,0.616,0.388,0.612,0,0.086,0.785,0.129,0,8,11,31,66,102,144,170,189,79,67,42,43,55,10.8,9.1,5.7,5.9,7.5,2.7,3,0.7,3.2,5.8,41.9278523,-87.7356282
17031200300,2003,Chicago,HERMOSA,40833,47244,867,301000,0.051,0.047,0.249,0.165,0.246,0.026,0.766,0.299,0.337,0.341,0.299,0.005,0,Other,0.961,0.333,0.667,0.612,0.388,0,0.047,0.881,0.072,0,2,4,14,25,37,52,63,71,35,26,10,18,14,11.2,8.3,3.2,5.8,4.5,1.7,2.3,0.7,2.6,4,41.9234806,-87.7341264
17031200401,2004.01,Chicago,HERMOSA,38979,39315,1062,238600,0.025,0.027,0.085,0.145,0.288,0.064,0.892,0.306,0.165,0.182,0.481,0.013,0,Other,0.893,0.495,0.505,0.58,0.42,0,0.23,0.634,0.136,0,8,25,47,78,111,138,158,169,54,36,24,41,37,9.9,6.6,4.4,7.6,6.8,1.4,2.3,0.8,2.6,3.7,41.9198285,-87.7375419
17031200402,2004.02,Chicago,HERMOSA,41091,50723,855,239900,0.121,0.075,0.27,0.216,0.253,0.018,0.721,0.265,0.216,0.125,0.283,0.02,0.003,Other,0.918,0.436,0.564,0.466,0.438,0,0.138,0.765,0.097,0,6,15,27,62,114,155,185,206,72,41,33,24,41,11.6,6.6,5.3,3.9,6.6,2.7,2.6,0.6,3.5,5.3,41.9196348,-87.7296789
17031210100,2101,Chicago,AVONDALE,62545,63185,1026,339300,0.115,0.153,0.356,0.079,0.165,0.077,0.658,0.094,0.131,0.126,0.684,0.067,0.015,White,0.488,0.54,0.46,0.609,0.334,0.056,0.17,0.642,0.188,0,4,14,28,52,80,116,146,165,207,153,156,118,157,19.7,14.5,14.8,11.2,14.9,1.7,3.4,0.9,2.9,5.2,41.9428681,-87.7013309
17031210400,2104,Chicago,AVONDALE,37583,37386,955,297200,0.119,0.195,0.352,0.138,0.157,0.082,0.565,0.074,0.19,0.149,0.76,0.015,0.048,White,0.699,0.405,0.595,0.301,0.573,0.077,0.086,0.564,0.33,0.02,3,8,20,51,94,129,156,178,51,35,39,41,52,8.6,5.9,6.6,6.9,8.7,1.4,2.5,0.7,2.2,4,41.9357581,-87.7302981
17031210501,2105.01,Chicago,AVONDALE,37125,36883,806,256800,0.106,0.088,0.32,0.168,0.169,0.03,0.659,0.191,0.205,0.175,0.746,0.044,0.04,White,0.652,0.299,0.701,0.414,0.48,0,0.069,0.618,0.243,0.069,1,8,17,40,71,113,139,163,88,56,54,107,87,7.9,5,4.9,9.6,7.8,2.6,2.6,0.8,2.2,5.1,41.9374013,-87.7223301
17031210502,2105.02,Chicago,AVONDALE,40833,42508,887,310500,0.053,0.196,0.354,0.156,0.176,0.009,0.684,0.212,0.249,0.241,0.815,0.024,0.001,White,0.707,0.343,0.657,0.111,0.878,0.011,0.042,0.8,0.158,0,2,9,22,53,95,132,157,177,74,40,47,51,46,11.5,6.2,7.3,7.9,7.1,2.5,2.4,0.7,2.6,4.9,41.9337846,-87.7220524
17031210601,2106.01,Chicago,AVONDALE,48926,49609,916,257100,0.202,0.067,0.309,0.188,0.146,0.033,0.747,0.085,0.128,0.036,0.776,0.011,0.044,White,0.727,0.435,0.565,0.461,0.539,0,0.048,0.604,0.348,0,1,4,11,25,48,70,81,93,62,53,44,40,63,12.3,10.5,8.7,8,12.5,1.9,3.1,1.1,2.2,4.9,41.9376356,-87.712214
17031210602,2106.02,Chicago,AVONDALE,47457,52899,1014,294000,0.101,0.119,0.338,0.075,0.147,0.066,0.623,0.1,0.158,0.215,0.838,0.016,0.004,White,0.796,0.431,0.569,0.315,0.511,0.174,0.15,0.526,0.324,0,5,12,18,46,77,120,146,167,123,61,64,69,84,15.5,7.7,8.1,8.7,10.6,2,2.4,0.6,2.9,4.4,41.9341669,-87.7125728
17031210700,2107,Chicago,AVONDALE,46500,52188,955,312500,0.144,0.097,0.327,0.131,0.145,0.082,0.614,0.156,0.158,0.152,0.817,0.031,0.031,White,0.641,0.459,0.541,0.31,0.529,0.161,0.123,0.681,0.196,0,4,7,23,45,73,106,133,157,86,89,78,65,116,10.7,11.1,9.7,8.1,14.4,1.7,3,0.7,1.7,4.6,41.9357029,-87.7038401
17031210800,2108,Chicago,AVONDALE,39808,38558,1016,296600,0.041,0.187,0.29,0.092,0.162,0.015,0.626,0.028,0.297,0.209,0.657,0.013,0,White,0.663,0.313,0.687,0.459,0.541,0,0,0.672,0.328,0,0,3,11,13,20,27,29,32,31,22,22,14,19,14.2,10.1,10.1,6.4,8.7,1.5,3.2,1.1,2.4,4.6,41.9357455,-87.6989334
17031210900,2109,Chicago,AVONDALE,54188,62679,959,336500,0.087,0.201,0.314,0.114,0.105,0.059,0.545,0.079,0.122,0.091,0.605,0.057,0.062,White,0.592,0.488,0.512,0.493,0.316,0.147,0.084,0.589,0.244,0.084,6,9,19,34,59,87,107,126,183,111,97,108,119,22,13.3,11.7,13,14.3,1.2,3.1,0.8,2.1,4.3,41.9354391,-87.6933366
17031220300,2203,Chicago,LOGAN SQUARE,84688,86985,1127,397600,0.081,0.268,0.404,0.062,0.101,0.078,0.442,0.054,0.078,0.152,0.893,0.037,0.019,White,0.308,0.422,0.578,0.379,0.402,0.219,0.077,0.523,0.4,0,3,5,11,18,35,50,58,65,97,79,93,70,104,17.4,14.2,16.7,12.5,18.6,0.8,3.5,0.9,1.4,4.3,41.9284647,-87.6950863
17031220400,2204,Chicago,LOGAN SQUARE,57639,67206,1220,487500,0.105,0.26,0.408,0.197,0.183,0.079,0.402,0.059,0.133,0.121,0.729,0.031,0.044,White,0.355,0.382,0.618,0.3,0.647,0.053,0.088,0.659,0.226,0.027,2,3,10,12,22,34,39,47,79,59,73,75,99,14.7,11,13.6,14,18.5,1.7,4.1,0.8,2.3,5.8,41.9284314,-87.6999684
17031220500,2205,Chicago,LOGAN SQUARE,59375,48958,1252,401900,0.091,0.313,0.467,0.113,0.17,0.036,0.397,0.102,0.243,0.219,0.811,0.109,0.029,White,0.3,0.349,0.651,0.258,0.422,0.32,0.037,0.577,0.373,0.014,3,6,8,15,27,35,42,50,101,80,72,83,97,17.1,13.5,12.2,14,16.4,1.7,4.3,0.7,1.7,5.9,41.9283965,-87.7049111
17031220601,2206.01,Chicago,LOGAN SQUARE,34312,36250,749,372200,0.079,0.304,0.461,0.153,0.183,0.027,0.482,0.034,0.251,0.215,0.799,0.111,0.003,White,0.57,0.508,0.492,0.348,0.544,0.108,0.093,0.484,0.096,0.326,3,3,4,8,10,20,24,28,47,42,50,42,47,13.5,12.1,14.4,12.1,13.5,2,4.8,1.5,2.9,6.8,41.9258252,-87.7128836
17031220602,2206.02,Chicago,LOGAN SQUARE,41957,51486,811,344900,0.12,0.359,0.5,0.095,0.125,0.02,0.413,0.12,0.239,0.136,0.737,0.089,0.06,White,0.386,0.286,0.714,0.37,0.311,0.319,0.024,0.283,0.479,0.214,2,5,12,18,41,54,63,74,143,105,103,128,142,17.9,13.2,12.9,16.1,17.8,3.6,5.5,1,3.2,9.1,41.9293312,-87.7119813
17031220701,2207.01,Chicago,LOGAN SQUARE,43507,38785,897,299700,0.094,0.128,0.319,0.153,0.186,0.06,0.686,0.159,0.325,0.258,0.879,0.083,0.016,White,0.699,0.358,0.642,0.317,0.583,0.1,0.114,0.618,0.268,0,4,9,16,44,79,111,127,147,73,48,31,34,63,13.5,8.9,5.7,6.3,11.7,1.8,2.4,0.8,1.8,4.1,41.9261554,-87.7215651
17031220702,2207.02,Chicago,LOGAN SQUARE,44101,44432,942,315500,0.06,0.135,0.395,0.08,0.1,0.018,0.691,0.114,0.229,0.287,0.798,0.052,0.008,White,0.697,0.35,0.65,0.216,0.769,0.015,0.039,0.55,0.351,0.06,6,13,29,59,87,120,140,151,76,60,58,40,63,11.8,9.3,9,6.2,9.8,2.1,3.4,0.8,3.1,5.5,41.9293687,-87.7242313
17031220901,2209.01,Chicago,LOGAN SQUARE,45202,37222,950,279300,0.186,0.077,0.308,0.055,0.112,0.04,0.729,0.183,0.37,0.218,0.619,0.171,0.016,White,0.696,0.287,0.713,0.531,0.469,0,0.049,0.713,0.183,0.055,5,10,29,61,85,105,129,145,52,29,35,25,36,11.3,6.3,7.6,5.4,7.8,2.7,2.6,0.8,2.9,5.3,41.9191816,-87.7212483
17031220902,2209.02,Chicago,LOGAN SQUARE,46518,41648,996,331400,0.137,0.091,0.296,0.098,0.086,0.005,0.712,0.154,0.302,0.222,0.84,0.074,0.007,White,0.732,0.422,0.578,0.471,0.529,0,0.11,0.807,0.083,0,2,5,22,48,63,89,105,117,80,49,48,56,63,16.3,10,9.8,11.4,12.8,2.7,3.2,1.1,2.5,5.9,41.9227112,-87.7218357
17031221000,2210,Chicago,LOGAN SQUARE,39792,31875,964,258400,0.04,0.256,0.326,0.09,0.107,0.07,0.619,0.229,0.286,0.274,0.789,0.11,0.011,White,0.7,0.37,0.63,0.297,0.519,0.184,0.101,0.567,0.332,0,4,11,22,52,81,108,126,139,83,40,39,47,42,17,8.2,8,9.6,8.6,2.7,2.5,0.7,2.8,5.3,41.9209604,-87.7152526
17031221100,2211,Chicago,LOGAN SQUARE,42039,40500,871,328900,0.073,0.248,0.393,0.066,0.155,0.03,0.425,0.131,0.214,0.228,0.702,0.129,0.019,White,0.487,0.3,0.7,0.239,0.444,0.28,0.019,0.413,0.45,0.118,6,7,18,36,73,101,126,139,132,94,77,87,149,14,10,8.2,9.2,15.8,2.3,4,1.1,2.6,6.4,41.9210205,-87.7103609
17031221200,2212,Chicago,LOGAN SQUARE,53478,55987,1021,277700,0.144,0.267,0.526,0.056,0.138,0.049,0.48,0.069,0.17,0.218,0.7,0.043,0.013,White,0.407,0.401,0.599,0.168,0.305,0.327,0.052,0.417,0.405,0.126,4,10,19,30,44,57,67,78,120,115,95,93,105,15.9,15.3,12.6,12.3,13.9,2.2,4,1,2.5,6.2,41.9210831,-87.7046499
17031221300,2213,Chicago,LOGAN SQUARE,41116,61438,890,363800,0.137,0.196,0.423,0.097,0.134,0.069,0.448,0.085,0.216,0.127,0.799,0.057,0.029,White,0.453,0.255,0.745,0.341,0.424,0.223,0.051,0.474,0.311,0.139,2,6,12,20,32,43,49,53,82,78,47,68,85,15.9,15.1,9.1,13.2,16.4,2.7,5.9,0.6,3.3,8.5,41.9211256,-87.6997541
17031221400,2214,Chicago,LOGAN SQUARE,45724,46196,1008,354900,0.101,0.243,0.423,0.07,0.112,0.038,0.52,0.099,0.213,0.188,0.901,0.046,0.016,White,0.663,0.292,0.708,0.44,0.328,0.232,0.021,0.696,0.284,0,5,11,21,41,64,79,91,106,243,76,65,56,76,28.7,9,7.7,6.6,9,1.8,4.7,0.6,2.8,6.5,41.9208013,-87.694532
17031221500,2215,Chicago,LOGAN SQUARE,41771,56250,731,365000,0.066,0.258,0.351,0.209,0.213,0.051,0.33,0.145,0.163,0,0.812,0.065,0.046,White,0.436,0.272,0.728,0.219,0.59,0.191,0.063,0.403,0.206,0.328,2,9,15,22,37,59,69,83,88,74,66,54,84,16.9,14.2,12.6,10.3,16.1,4.6,5.5,0.9,3.9,10.1,41.9216468,-87.6899513
17031221600,2216,Chicago,LOGAN SQUARE,64855,125625,1147,479400,0.156,0.317,0.552,0.082,0.089,0.019,0.431,0.051,0.128,0.086,0.871,0.01,0.046,White,0.203,0.379,0.621,0.445,0.343,0.212,0.046,0.655,0.26,0.04,4,12,21,31,45,62,73,87,245,207,159,170,240,25.9,21.9,16.8,18,25.4,0.8,3.9,0.4,1.5,4.8,41.9212455,-87.685098
17031222200,2222,Chicago,LOGAN SQUARE,114038,169155,1441,521300,0.196,0.424,0.634,0.05,0.044,0.024,0.387,0.021,0.054,0.062,0.818,0.025,0.133,White,0.075,0.531,0.469,0.649,0.114,0.238,0.026,0.458,0.516,0,2,3,6,10,18,28,32,37,287,233,194,171,266,31.4,25.5,21.2,18.7,29.1,1.5,5.4,0.7,2.8,6.9,41.9159095,-87.6838262
17031222500,2225,Chicago,LOGAN SQUARE,49167,45962,1023,342400,0.083,0.077,0.271,0.077,0.123,0.075,0.708,0.194,0.18,0.247,0.827,0.086,0,White,0.645,0.458,0.542,0.423,0.505,0.073,0.054,0.481,0.446,0,2,5,11,22,34,46,55,62,32,24,30,33,32,11.1,8.3,10.4,11.4,11.1,2.2,3.2,0.4,3,5.4,41.9157075,-87.6995964
17031222600,2226,Chicago,LOGAN SQUARE,36228,38864,901,326300,0.042,0.327,0.439,0.051,0.089,0.032,0.386,0.118,0.201,0.201,0.802,0.071,0.028,White,0.468,0.252,0.748,0.402,0.542,0.056,0.032,0.467,0.427,0.073,1,6,14,27,37,47,57,67,54,44,41,34,41,17.1,14,13,10.8,13,1.9,2.8,0.5,1.8,4.6,41.9156388,-87.7044797
17031222700,2227,Chicago,LOGAN SQUARE,42608,32276,931,304800,0.118,0.121,0.372,0.119,0.193,0.051,0.743,0.242,0.326,0.235,0.792,0.059,0,White,0.692,0.428,0.572,0.282,0.397,0.192,0.135,0.629,0.186,0.051,1,7,9,20,38,56,69,81,53,32,24,26,72,12.2,7.3,5.5,6,16.5,2.3,2.6,0.7,2.7,4.9,41.9154908,-87.7101914
17031222800,2228,Chicago,LOGAN SQUARE,16324,15680,903,347900,0.184,0.13,0.383,0.032,0.08,0.027,0.726,0.178,0.519,0.352,0.606,0.373,0,White,0.698,0.066,0.934,0.12,0.24,0.64,0.043,0.262,0.681,0.014,3,4,7,17,26,32,41,45,12,12,6,15,19,8.2,8.2,4.1,10.3,13,4,3.4,1.2,5.3,7.4,41.9154349,-87.7150953
17031222900,2229,Chicago,LOGAN SQUARE,40123,41716,845,283300,0.01,0.145,0.231,0.127,0.135,0.062,0.597,0.143,0.288,0.126,0.786,0.076,0,White,0.816,0.41,0.59,0.348,0.557,0.095,0.322,0.678,0,0,3,6,11,20,28,45,55,65,23,13,4,15,18,11.3,6.4,2,7.4,8.8,2.9,4.8,1.3,3.9,7.7,41.9155644,-87.7200744
17031230100,2301,Chicago,HUMBOLDT PARK,37571,33047,912,187500,0.03,0.259,0.324,0.071,0.108,0.062,0.405,0.11,0.269,0.312,0.562,0.09,0.005,White,0.668,0.247,0.753,0.524,0.476,0,0.052,0.592,0.302,0.054,5,9,14,28,45,55,64,70,33,38,15,25,44,11.5,13.3,5.2,8.7,15.4,2.6,3.4,0.6,5.4,5.9,41.912008,-87.7043655
17031230200,2302,Chicago,HUMBOLDT PARK,52188,60216,852,224100,0.057,0.098,0.203,0.139,0.18,0.06,0.71,0.174,0.236,0.276,0.364,0.172,0,Other,0.658,0.404,0.596,0.48,0.52,0,0,0.74,0.26,0,4,9,21,28,53,70,82,92,55,18,20,24,20,17,5.6,6.2,7.4,6.2,6.3,4.6,0.9,8.5,10.8,41.9118587,-87.7100985
17031230300,2303,Chicago,HUMBOLDT PARK,42500,41818,931,277600,0.162,0.059,0.386,0.038,0.221,0.021,0.772,0.31,0.234,0.134,0.507,0.075,0.01,White,0.911,0.348,0.652,0.297,0.703,0,0.153,0.762,0.074,0.011,4,7,7,10,14,20,28,29,16,8,12,5,8,13,6.5,9.8,4.1,6.5,3.8,2.2,0.6,5.4,5.9,41.9117866,-87.7149884
17031230400,2304,Chicago,HUMBOLDT PARK,47500,52344,938,199000,0.112,0.016,0.222,0.168,0.236,0.135,0.785,0.317,0.233,0.248,0.422,0.034,0.003,Other,0.896,0.458,0.542,0.706,0.294,0,0.077,0.743,0.153,0,6,14,27,47,65,95,118,133,48,24,19,23,21,11.1,5.5,4.4,5.3,4.8,2.9,3.3,0.8,4.2,6.2,41.9118218,-87.7215274
17031230500,2305,Chicago,HUMBOLDT PARK,26250,36939,869,214200,0.08,0.032,0.208,0.142,0.195,0,0.627,0.377,0.225,0.321,0.502,0.104,0,White,0.829,0.265,0.735,0.31,0.69,0,0.013,0.558,0.137,0.292,7,18,31,55,76,95,112,124,46,15,19,14,21,11.2,3.6,4.6,3.4,5.1,4.4,5.4,1.4,5.6,9.7,41.9117049,-87.733979
